SaleID,Date,CustomerID,ProductID,Quantity,UnitPrice,Discount,PaymentMethod,Channel,City,CustomerType,TotalAmount,Uniqueness,BookCategory,BookAgeYears,Condition,Language
S0200,2025-12-21,C0189,P031,1,1409000,0,Card,In-Person,Nowshahr,New Customer,1409000,6,Classical Literature,33,Excellent,Persian
S0201,2025-12-22,C0048,P037,1,928000,0,Online,Online,Rasht,Returning Customer,928000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0202,2025-12-25,C0093,P018,1,1051000,0,Card,In-Person,Rasht,Returning Customer,1051000,5,Religious-Mystical,48,Excellent,Persian
S0203,2025-12-25,C0190,P025,1,1941000,388200,Cash,In-Person,Nowshahr,New Customer,1552800,7,Philosophy,38,Excellent,Old Persian
S0204,2025-12-26,C0013,P010,1,252000,50400,Cash,In-Person,Nowshahr,Returning Customer,201600,1,History,18,Good,Persian-Arabic
S0205,2025-12-27,C0149,P027,1,1107000,0,Online,Online,Nowshahr,New Customer,1107000,5,Manuscript,44,Acceptable,Old Persian
S0206,2025-12-27,C0094,P006,1,2152000,0,Online,Online,Rasht,Returning Customer,2152000,7,History,175,Good,Persian
S0207,2025-12-27,C0060,P039,1,733000,51310,Online,Online,Rasht,Returning Customer,681690,4,Religious-Mystical,34,Good,Persian
S0208,2025-12-27,C0074,P011,1,558000,0,Online,Online,Nowshahr,Returning Customer,558000,3,Manuscript,28,Excellent,Persian-Arabic
S0209,2025-12-27,C0048,P008,2,1936000,464640,Card,Online,Rasht,Returning Customer,3407360,7,Philosophy,43,Good,Persian
S0210,2025-12-27,C0155,P021,1,1803000,180300,Card,In-Person,Nowshahr,Returning Customer,1622700,7,Classical Literature,49,Excellent,Old Persian
S0211,2025-12-27,C0116,P037,1,877000,0,Online,Online,Rasht,New Customer,877000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0212,2025-12-28,C0079,P022,2,545000,0,Cash,In-Person,Rasht,Returning Customer,1090000,3,Manuscript,44,Excellent,Persian-Arabic
S0213,2025-12-30,C0117,P025,1,1764000,0,Cash,In-Person,Rasht,Returning Customer,1764000,7,Philosophy,38,Excellent,Old Persian
S0214,2025-12-30,C0020,P017,1,873000,43650,Cash,In-Person,Rasht,New Customer,829350,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0215,2025-12-30,C0119,P011,1,536000,0,Card,Online,Nowshahr,New Customer,536000,3,Manuscript,28,Excellent,Persian-Arabic
S0216,2025-12-30,C0085,P014,1,1129000,0,Online,Online,Nowshahr,Returning Customer,1129000,5,Manuscript,53,Acceptable,Old Persian
S0217,2025-12-31,C0100,P006,1,2220000,0,Online,Online,Rasht,New Customer,2220000,7,History,175,Good,Persian
S0218,2025-12-31,C0126,P019,1,1007000,0,Card,In-Person,Rasht,Returning Customer,1007000,5,Classical Poetry,26,Good,Persian-Arabic
S0219,2025-12-31,C0042,P004,1,1136000,0,Cash,In-Person,Nowshahr,Returning Customer,1136000,5,Religious-Mystical,105,Excellent,Persian-Arabic
S0220,2026-01-01,C0113,P022,1,544000,0,Online,Online,Nowshahr,New Customer,544000,3,Manuscript,44,Excellent,Persian-Arabic
S0221,2026-01-01,C0102,P035,2,2420000,0,Online,Online,Nowshahr,Returning Customer,4840000,8,History,99,Excellent,Old Persian
S0222,2026-01-02,C0157,P011,3,534000,320400,Cash,In-Person,Rasht,Returning Customer,1281600,3,Manuscript,28,Excellent,Persian-Arabic
S0223,2026-01-03,C0035,P030,1,2289000,457800,Online,Online,Rasht,Returning Customer,1831200,8,History,71,Acceptable,Persian-Arabic
S0224,2026-01-03,C0089,P008,2,1742000,871000,Card,Online,Rasht,New Customer,2613000,7,Philosophy,43,Good,Persian
S0225,2026-01-03,C0124,P031,3,1441000,0,Online,Online,Nowshahr,Returning Customer,4323000,6,Classical Literature,33,Excellent,Persian
S0226,2026-01-05,C0101,P020,3,708000,0,Online,Online,Rasht,New Customer,2124000,3,Classical Poetry,111,Acceptable,Persian
S0227,2026-01-06,C0083,P034,1,1982000,198200,Cash,In-Person,Rasht,Returning Customer,1783800,7,Philosophy,102,Good,Persian-Arabic
S0228,2026-01-06,C0014,P037,1,850000,0,Online,Online,Nowshahr,Returning Customer,850000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0229,2026-01-07,C0030,P005,1,2810000,140500,Online,Online,Rasht,New Customer,2669500,9,Classical Poetry,45,Excellent,Persian
S0230,2026-01-07,C0189,P003,1,1049000,0,Card,Online,Nowshahr,Returning Customer,1049000,5,Philosophy,27,Excellent,Old Persian
S0231,2026-01-09,C0056,P040,1,1005000,0,Cash,In-Person,Rasht,New Customer,1005000,5,Classical Poetry,40,Excellent,Persian
S0232,2026-01-10,C0052,P006,1,2081000,0,Online,Online,Rasht,New Customer,2081000,7,History,175,Good,Persian
S0233,2026-01-10,C0183,P040,1,1043000,73010,Card,In-Person,Rasht,New Customer,969990,5,Classical Poetry,40,Excellent,Persian
S0234,2026-01-11,C0098,P022,1,523000,0,Online,Online,Rasht,New Customer,523000,3,Manuscript,44,Excellent,Persian-Arabic
S0235,2026-01-11,C0081,P007,1,800000,0,Card,In-Person,Rasht,Returning Customer,800000,4,Religious-Mystical,28,Excellent,Old Persian
S0236,2026-01-11,C0172,P041,1,1871000,374200,Cash,In-Person,Nowshahr,New Customer,1496800,7,Philosophy,122,Good,Persian
S0237,2026-01-11,C0006,P040,1,1087000,0,Card,In-Person,Nowshahr,Returning Customer,1087000,5,Classical Poetry,40,Excellent,Persian
S0238,2026-01-12,C0082,P037,1,878000,87800,Online,Online,Rasht,New Customer,790200,4,Classical Literature,99,Acceptable,Persian-Arabic
S0239,2026-01-13,C0017,P022,3,554000,0,Card,In-Person,Rasht,New Customer,1662000,3,Manuscript,44,Excellent,Persian-Arabic
S0240,2026-01-14,C0043,P028,1,1014000,0,Online,Online,Rasht,Returning Customer,1014000,5,Philosophy,37,Good,Old Persian
S0241,2026-01-14,C0158,P002,2,1079000,0,Online,Online,Nowshahr,Returning Customer,2158000,5,Manuscript,61,Excellent,Persian
S0242,2026-01-14,C0122,P030,1,2300000,0,Online,Online,Rasht,Returning Customer,2300000,8,History,71,Acceptable,Persian-Arabic
S0243,2026-01-14,C0176,P028,1,1127000,0,Card,Online,Nowshahr,New Customer,1127000,5,Philosophy,37,Good,Old Persian
S0244,2026-01-14,C0019,P004,2,1213000,363900,Card,Online,Nowshahr,New Customer,2062100,5,Religious-Mystical,105,Excellent,Persian-Arabic
S0245,2026-01-16,C0104,P019,1,1092000,76440,Card,In-Person,Nowshahr,Returning Customer,1015560,5,Classical Poetry,26,Good,Persian-Arabic
S0246,2026-01-16,C0109,P008,2,1898000,0,Cash,In-Person,Rasht,New Customer,3796000,7,Philosophy,43,Good,Persian
S0247,2026-01-17,C0147,P036,1,2473000,0,Card,In-Person,Nowshahr,Returning Customer,2473000,8,Religious-Mystical,43,Excellent,Old Persian
S0248,2026-01-17,C0178,P029,1,762000,76200,Online,Online,Rasht,New Customer,685800,4,Manuscript,33,Acceptable,Persian
S0249,2026-01-18,C0086,P026,1,1488000,148800,Online,Online,Nowshahr,Returning Customer,1339200,6,History,38,Excellent,Persian-Arabic
S0250,2026-01-19,C0168,P024,1,1423000,0,Online,Online,Nowshahr,New Customer,1423000,6,Philosophy,89,Good,Old Persian
S0251,2026-01-21,C0051,P039,1,783000,54810,Online,Online,Nowshahr,Returning Customer,728190,4,Religious-Mystical,34,Good,Persian
S0252,2026-01-22,C0112,P029,1,735000,0,Online,Online,Rasht,Returning Customer,735000,4,Manuscript,33,Acceptable,Persian
S0253,2026-01-23,C0172,P028,2,1048000,0,Online,Online,Nowshahr,Returning Customer,2096000,5,Philosophy,37,Good,Old Persian
S0254,2026-01-23,C0157,P028,1,1009000,0,Online,Online,Rasht,Returning Customer,1009000,5,Philosophy,37,Good,Old Persian
S0255,2026-01-23,C0065,P028,1,1131000,0,Card,In-Person,Nowshahr,New Customer,1131000,5,Philosophy,37,Good,Old Persian
S0256,2026-01-25,C0061,P003,1,1108000,55400,Online,Online,Rasht,New Customer,1052600,5,Philosophy,27,Excellent,Old Persian
S0257,2026-01-25,C0034,P018,1,1133000,0,Cash,In-Person,Rasht,Returning Customer,1133000,5,Religious-Mystical,48,Excellent,Persian
S0258,2026-01-26,C0144,P033,1,745000,52150,Card,In-Person,Rasht,New Customer,692850,4,History,20,Good,Persian-Arabic
S0259,2026-01-26,C0036,P031,1,1480000,0,Online,Online,Nowshahr,New Customer,1480000,6,Classical Literature,33,Excellent,Persian
S0260,2026-01-26,C0066,P017,2,805000,112700,Card,Online,Rasht,Returning Customer,1497300,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0261,2026-01-27,C0043,P028,1,1105000,0,Card,In-Person,Rasht,Returning Customer,1105000,5,Philosophy,37,Good,Old Persian
S0262,2026-01-28,C0190,P032,1,1408000,0,Card,In-Person,Nowshahr,Returning Customer,1408000,5,Religious-Mystical,198,Acceptable,Persian-Arabic
S0263,2026-01-29,C0057,P019,1,1085000,108500,Card,Online,Rasht,New Customer,976500,5,Classical Poetry,26,Good,Persian-Arabic
S0264,2026-01-29,C0068,P006,1,2106000,0,Online,Online,Nowshahr,Returning Customer,2106000,7,History,175,Good,Persian
S0265,2026-01-30,C0012,P001,1,1890000,0,Online,Online,Rasht,New Customer,1890000,7,Philosophy,87,Excellent,Old Persian
S0266,2026-01-31,C0014,P016,1,1401000,210150,Online,Online,Nowshahr,Returning Customer,1190850,6,Classical Poetry,37,Good,Old Persian
S0267,2026-01-31,C0022,P029,2,751000,0,Online,Online,Rasht,Returning Customer,1502000,4,Manuscript,33,Acceptable,Persian
S0268,2026-01-31,C0063,P019,3,1007000,0,Card,In-Person,Rasht,New Customer,3021000,5,Classical Poetry,26,Good,Persian-Arabic
S0269,2026-01-31,C0102,P016,1,1370000,0,Card,Online,Nowshahr,Returning Customer,1370000,6,Classical Poetry,37,Good,Old Persian
S0270,2026-02-01,C0017,P004,1,1202000,0,Card,In-Person,Rasht,Returning Customer,1202000,5,Religious-Mystical,105,Excellent,Persian-Arabic
S0271,2026-02-01,C0008,P028,1,1079000,0,Card,In-Person,Rasht,New Customer,1079000,5,Philosophy,37,Good,Old Persian
S0272,2026-02-01,C0143,P020,3,668000,0,Cash,In-Person,Rasht,Returning Customer,2004000,3,Classical Poetry,111,Acceptable,Persian
S0273,2026-02-02,C0024,P037,1,885000,0,Card,In-Person,Nowshahr,Returning Customer,885000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0274,2026-02-04,C0070,P020,1,637000,0,Card,Online,Rasht,Returning Customer,637000,3,Classical Poetry,111,Acceptable,Persian
S0275,2026-02-04,C0125,P015,1,795000,0,Card,In-Person,Rasht,New Customer,795000,4,Classical Literature,57,Good,Persian-Arabic
S0276,2026-02-04,C0078,P017,1,832000,0,Card,In-Person,Nowshahr,New Customer,832000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0277,2026-02-04,C0164,P023,2,767000,76700,Card,Online,Nowshahr,Returning Customer,1457300,3,History,154,Good,Old Persian
S0278,2026-02-05,C0175,P032,1,1410000,0,Card,In-Person,Rasht,New Customer,1410000,5,Religious-Mystical,198,Acceptable,Persian-Arabic
S0279,2026-02-05,C0163,P030,1,2531000,0,Online,Online,Nowshahr,New Customer,2531000,8,History,71,Acceptable,Persian-Arabic
S0280,2026-02-05,C0137,P001,1,1858000,222960,Card,In-Person,Nowshahr,Returning Customer,1635040,7,Philosophy,87,Excellent,Old Persian
S0281,2026-02-07,C0060,P001,1,1970000,0,Card,In-Person,Rasht,Returning Customer,1970000,7,Philosophy,87,Excellent,Old Persian
S0282,2026-02-07,C0093,P038,3,1075000,0,Card,In-Person,Rasht,Returning Customer,3225000,5,Manuscript,64,Excellent,Persian
S0283,2026-02-07,C0189,P039,1,721000,0,Online,Online,Nowshahr,Returning Customer,721000,4,Religious-Mystical,34,Good,Persian
S0284,2026-02-11,C0071,P040,1,1047000,157050,Card,In-Person,Nowshahr,New Customer,889950,5,Classical Poetry,40,Excellent,Persian
S0285,2026-02-11,C0016,P005,1,2891000,346920,Card,In-Person,Rasht,Returning Customer,2544080,9,Classical Poetry,45,Excellent,Persian
S0286,2026-02-11,C0050,P011,1,511000,0,Cash,In-Person,Rasht,New Customer,511000,3,Manuscript,28,Excellent,Persian-Arabic
S0287,2026-02-12,C0140,P014,1,1133000,0,Online,Online,Nowshahr,Returning Customer,1133000,5,Manuscript,53,Acceptable,Old Persian
S0288,2026-02-12,C0038,P023,1,738000,51660,Card,In-Person,Rasht,New Customer,686340,3,History,154,Good,Old Persian
S0289,2026-02-13,C0128,P026,2,1460000,0,Card,In-Person,Rasht,New Customer,2920000,6,History,38,Excellent,Persian-Arabic
S0290,2026-02-14,C0025,P012,1,1423000,0,,In-Person,Rasht,New Customer,1423000,6,Classical Poetry,48,Excellent,Persian
S0291,2026-02-15,C0170,P006,1,2008000,0,Online,Online,Rasht,Returning Customer,2008000,7,History,175,Good,Persian
S0292,2026-02-16,C0167,P029,1,731000,109650,Card,In-Person,Rasht,New Customer,621350,4,Manuscript,33,Acceptable,Persian
S0293,2026-02-16,C0117,P022,1,570000,0,Card,In-Person,Rasht,Returning Customer,570000,3,Manuscript,44,Excellent,Persian-Arabic
S0294,2026-02-19,C0010,P005,1,2921000,0,Online,Online,Rasht,New Customer,2921000,9,Classical Poetry,45,Excellent,Persian
S0295,2026-02-19,C0159,P011,1,557000,0,Cash,In-Person,Nowshahr,Returning Customer,557000,3,Manuscript,28,Excellent,Persian-Arabic
S0296,2026-02-19,C0036,P021,1,1937000,0,Online,Online,Nowshahr,Returning Customer,1937000,7,Classical Literature,49,Excellent,Old Persian
S0297,2026-02-20,C0142,P023,2,712000,0,Cash,In-Person,Rasht,Returning Customer,1424000,3,History,154,Good,Old Persian
S0298,2026-02-21,C0046,P027,1,1137000,284250,Online,Online,Rasht,Returning Customer,852750,5,Manuscript,44,Acceptable,Old Persian
S0299,2026-02-21,C0120,P025,1,1919000,0,Card,In-Person,Rasht,New Customer,1919000,7,Philosophy,38,Excellent,Old Persian
S0300,2026-02-23,C0097,P038,1,1073000,0,Card,In-Person,Nowshahr,New Customer,1073000,5,Manuscript,64,Excellent,Persian
S0301,2026-02-23,C0186,P010,1,251000,30120,Online,Online,Nowshahr,New Customer,220880,1,History,18,Good,Persian-Arabic
S0302,2026-02-24,C0011,P018,1,1129000,0,Cash,In-Person,Rasht,New Customer,1129000,5,Religious-Mystical,48,Excellent,Persian
S0303,2026-02-24,C0147,P038,1,1091000,272750,Online,Online,Nowshahr,Returning Customer,818250,5,Manuscript,64,Excellent,Persian
S0304,2026-02-24,C0132,P011,2,545000,272500,Online,Online,Rasht,Returning Customer,817500,3,Manuscript,28,Excellent,Persian-Arabic
S0305,2026-02-24,C0076,P012,1,1499000,0,Card,In-Person,Rasht,Returning Customer,1499000,6,Classical Poetry,48,Excellent,Persian
S0306,2026-02-24,C0182,P018,1,1105000,0,Cash,In-Person,Rasht,New Customer,1105000,5,Religious-Mystical,48,Excellent,Persian
S0307,2026-02-25,C0148,P005,1,2942000,205940,Online,Online,Rasht,New Customer,2736060,9,Classical Poetry,45,Excellent,Persian
S0308,2026-02-25,C0062,P019,1,1054000,73780,Online,Online,Rasht,Returning Customer,980220,5,Classical Poetry,26,Good,Persian-Arabic
S0309,2026-02-27,C0182,P008,2,1909000,0,Card,In-Person,Rasht,Returning Customer,3818000,7,Philosophy,43,Good,Persian
S0310,2026-02-27,C0162,P037,1,851000,0,Card,In-Person,Rasht,Returning Customer,851000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0311,2026-02-28,C0160,P005,1,2719000,135950,,In-Person,Rasht,Returning Customer,2583050,9,Classical Poetry,45,Excellent,Persian
S0312,2026-02-28,C0125,P027,1,1090000,0,Online,Online,Rasht,Returning Customer,1090000,5,Manuscript,44,Acceptable,Old Persian
S0313,2026-03-01,C0115,P023,1,730000,73000,Online,Online,Nowshahr,New Customer,657000,3,History,154,Good,Old Persian
S0314,2026-03-01,C0084,P017,1,833000,0,Online,Online,Nowshahr,New Customer,833000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0315,2026-03-01,C0102,P021,1,1980000,0,Card,In-Person,Nowshahr,Returning Customer,1980000,7,Classical Literature,49,Excellent,Old Persian
S0316,2026-03-02,C0004,P007,1,772000,77200,Cash,In-Person,Rasht,New Customer,694800,4,Religious-Mystical,28,Excellent,Old Persian
S0317,2026-03-02,C0146,P017,1,816000,0,Online,Online,Rasht,New Customer,816000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0318,2026-03-04,C0111,P030,1,2450000,245000,Card,In-Person,Rasht,Returning Customer,2205000,8,History,71,Acceptable,Persian-Arabic
S0319,2026-03-04,C0171,P042,1,2267000,0,Card,In-Person,Nowshahr,New Customer,2267000,8,Classical Literature,65,Good,Persian-Arabic
S0320,2026-03-04,C0008,P005,1,2979000,446850,Cash,In-Person,Rasht,Returning Customer,2532150,9,Classical Poetry,45,Excellent,Persian
S0321,2026-03-05,C0014,P024,1,1471000,0,Card,Online,Nowshahr,Returning Customer,1471000,6,Philosophy,89,Good,Old Persian
S0322,2026-03-05,C0032,P004,1,1124000,0,Online,Online,Nowshahr,Returning Customer,1124000,5,Religious-Mystical,105,Excellent,Persian-Arabic
S0323,2026-03-06,C0059,P038,1,1068000,128160,Card,Online,Rasht,Returning Customer,939840,5,Manuscript,64,Excellent,Persian
S0324,2026-03-07,C0143,P014,1,1053000,73710,Cash,In-Person,Rasht,Returning Customer,979290,5,Manuscript,53,Acceptable,Old Persian
S0325,2026-03-07,C0109,P015,1,762000,76200,Card,In-Person,Rasht,Returning Customer,685800,4,Classical Literature,57,Good,Persian-Arabic
S0326,2026-03-07,C0055,P022,1,524000,0,Online,Online,Nowshahr,Returning Customer,524000,3,Manuscript,44,Excellent,Persian-Arabic
S0327,2026-03-08,C0024,P034,1,1894000,0,Card,In-Person,Nowshahr,Returning Customer,1894000,7,Philosophy,102,Good,Persian-Arabic
S0328,2026-03-08,C0131,P023,2,793000,0,Online,Online,Nowshahr,Returning Customer,1586000,3,History,154,Good,Old Persian
S0329,2026-03-08,C0133,P028,1,1067000,0,Online,Online,Nowshahr,Returning Customer,1067000,5,Philosophy,37,Good,Old Persian
S0330,2026-03-09,C0180,P014,1,1068000,0,Card,Online,Rasht,Returning Customer,1068000,5,Manuscript,53,Acceptable,Old Persian
S0331,2026-03-09,C0096,P028,1,1130000,0,Card,In-Person,Rasht,Returning Customer,1130000,5,Philosophy,37,Good,Old Persian
S0332,2026-03-10,C0094,P028,2,1071000,214200,Online,Online,Rasht,Returning Customer,1927800,5,Philosophy,37,Good,Old Persian
S0333,2026-03-10,C0016,P031,1,1406000,0,Card,In-Person,Rasht,Returning Customer,1406000,6,Classical Literature,33,Excellent,Persian
S0334,2026-03-10,C0008,P003,1,1053000,0,Card,In-Person,Rasht,Returning Customer,1053000,5,Philosophy,27,Excellent,Old Persian
S0335,2026-03-11,C0083,P040,1,1023000,0,Cash,In-Person,Rasht,Returning Customer,1023000,5,Classical Poetry,40,Excellent,Persian
S0336,2026-03-12,C0062,P029,2,733000,0,Online,Online,Rasht,Returning Customer,1466000,4,Manuscript,33,Acceptable,Persian
S0337,2026-03-12,C0048,P023,1,717000,143400,Cash,In-Person,Rasht,Returning Customer,573600,3,History,154,Good,Old Persian
S0338,2026-03-12,C0018,P019,1,1077000,0,Online,Online,Nowshahr,Returning Customer,1077000,5,Classical Poetry,26,Good,Persian-Arabic
S0339,2026-03-14,C0183,P015,1,824000,0,Card,In-Person,Rasht,Returning Customer,824000,4,Classical Literature,57,Good,Persian-Arabic
S0340,2026-03-14,C0159,P034,1,2068000,0,Online,Online,Nowshahr,Returning Customer,2068000,7,Philosophy,102,Good,Persian-Arabic
S0341,2026-03-15,C0110,P010,1,244000,0,,Online,Rasht,Returning Customer,244000,1,History,18,Good,Persian-Arabic
S0342,2026-03-15,C0181,P007,1,801000,120150,Cash,In-Person,Rasht,Returning Customer,680850,4,Religious-Mystical,28,Excellent,Old Persian
S0343,2026-03-17,C0190,P039,1,768000,0,Online,Online,Nowshahr,Returning Customer,768000,4,Religious-Mystical,34,Good,Persian
S0344,2026-03-18,C0128,P036,1,2346000,234600,Card,Online,Rasht,Returning Customer,2111400,8,Religious-Mystical,43,Excellent,Old Persian
S0345,2026-03-18,C0052,P026,1,1346000,0,Card,Online,Rasht,Returning Customer,1346000,6,History,38,Excellent,Persian-Arabic
S0346,2026-03-20,C0008,P032,1,1291000,0,Card,In-Person,Rasht,Returning Customer,1291000,5,Religious-Mystical,198,Acceptable,Persian-Arabic
S0347,2026-03-21,C0144,P035,3,2530000,0,Cash,In-Person,Rasht,Returning Customer,7590000,8,History,99,Excellent,Old Persian
S0348,2026-03-21,C0090,P030,1,2249000,0,Online,Online,Nowshahr,Returning Customer,2249000,8,History,71,Acceptable,Persian-Arabic
S0349,2026-03-22,C0124,P013,1,2822000,0,Card,In-Person,Nowshahr,Returning Customer,2822000,9,Manuscript,53,Acceptable,Old Persian
S0350,2026-03-22,C0175,P016,1,1345000,0,Card,In-Person,Rasht,Returning Customer,1345000,6,Classical Poetry,37,Good,Old Persian
S0351,2026-03-23,C0035,P040,1,1075000,0,Cash,In-Person,Rasht,Returning Customer,1075000,5,Classical Poetry,40,Excellent,Persian
S0352,2026-03-23,C0112,P013,1,2872000,0,Card,In-Person,Rasht,Returning Customer,2872000,9,Manuscript,53,Acceptable,Old Persian
S0353,2026-03-23,C0121,P019,1,1056000,0,Online,Online,Nowshahr,Returning Customer,1056000,5,Classical Poetry,26,Good,Persian-Arabic
S0354,2026-03-23,C0094,P022,1,585000,0,Card,In-Person,Rasht,Returning Customer,585000,3,Manuscript,44,Excellent,Persian-Arabic
S0355,2026-03-23,C0018,P021,1,1981000,0,Card,In-Person,Nowshahr,Returning Customer,1981000,7,Classical Literature,49,Excellent,Old Persian
S0356,2026-03-25,C0067,P036,1,2252000,0,Card,Online,Nowshahr,Returning Customer,2252000,8,Religious-Mystical,43,Excellent,Old Persian
S0357,2026-03-26,C0064,P039,1,727000,0,Card,In-Person,Rasht,Returning Customer,727000,4,Religious-Mystical,34,Good,Persian
S0358,2026-03-27,C0128,P035,2,2405000,0,Cash,In-Person,Rasht,Returning Customer,4810000,8,History,99,Excellent,Old Persian
S0359,2026-03-29,C0163,P037,1,925000,0,Card,In-Person,Nowshahr,Returning Customer,925000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0360,2026-03-30,C0063,P034,1,2034000,0,Online,Online,Rasht,Returning Customer,2034000,7,Philosophy,102,Good,Persian-Arabic
S0361,2026-03-30,C0132,P013,1,2754000,0,Cash,In-Person,Rasht,Returning Customer,2754000,9,Manuscript,53,Acceptable,Old Persian
S0362,2026-03-31,C0055,P017,2,789000,0,Online,Online,Nowshahr,Returning Customer,1578000,4,Religious-Mystical,66,Acceptable,Persian-Arabic
S0363,2026-03-31,C0180,P029,1,747000,37350,Card,Online,Rasht,Returning Customer,709650,4,Manuscript,33,Acceptable,Persian
S0364,2026-04-04,C0155,P041,1,2034000,0,Card,Online,Nowshahr,Returning Customer,2034000,7,Philosophy,122,Good,Persian
S0365,2026-04-05,C0105,P035,1,2327000,0,Online,Online,Nowshahr,Returning Customer,2327000,8,History,99,Excellent,Old Persian
S0366,2026-04-08,C0087,P037,3,931000,0,Online,Online,Rasht,Returning Customer,2793000,4,Classical Literature,99,Acceptable,Persian-Arabic
S0367,2026-04-09,C0060,P021,1,1889000,0,Cash,In-Person,Rasht,Returning Customer,1889000,7,Classical Literature,49,Excellent,Old Persian
S0368,2026-04-12,C0062,P032,1,1300000,325000,Cash,In-Person,Rasht,Returning Customer,975000,5,Religious-Mystical,198,Acceptable,Persian-Arabic
S0369,2026-04-13,C0185,P021,1,1839000,0,Card,In-Person,Rasht,Returning Customer,1839000,7,Classical Literature,49,Excellent,Old Persian
S0370,2026-04-13,C0077,P007,1,740000,111000,Card,Online,Nowshahr,Returning Customer,629000,4,Religious-Mystical,28,Excellent,Old Persian
S0371,2026-04-14,C0098,P003,1,981000,147150,Card,Online,Rasht,Returning Customer,833850,5,Philosophy,27,Excellent,Old Persian
S0372,2026-04-17,C0188,P006,1,2218000,0,Online,Online,Rasht,Returning Customer,2218000,7,History,175,Good,Persian
S0373,2026-04-19,C0125,P023,1,801000,120150,Card,In-Person,Rasht,Returning Customer,680850,3,History,154,Good,Old Persian
S0374,2026-04-20,C0104,P019,2,1017000,406800,Online,Online,Nowshahr,Returning Customer,1627200,5,Classical Poetry,26,Good,Persian-Arabic
S0375,2026-04-22,C0079,P022,1,551000,0,Card,In-Person,Rasht,Returning Customer,551000,3,Manuscript,44,Excellent,Persian-Arabic
S0376,2026-04-23,C0036,P005,2,2948000,589600,Cash,In-Person,Nowshahr,Returning Customer,5306400,9,Classical Poetry,45,Excellent,Persian
S0377,2026-04-24,C0069,P010,1,251000,0,Online,Online,Rasht,Returning Customer,251000,1,History,18,Good,Persian-Arabic
S0378,2026-04-24,C0144,P028,2,1015000,0,Cash,In-Person,Rasht,Returning Customer,2030000,5,Philosophy,37,Good,Old Persian
S0379,2026-04-25,C0119,P003,1,1082000,75740,Online,Online,Nowshahr,Returning Customer,1006260,5,Philosophy,27,Excellent,Old Persian
S0380,2026-04-25,C0145,P020,2,640000,0,Online,Online,Rasht,Returning Customer,1280000,3,Classical Poetry,111,Acceptable,Persian
S0381,2026-04-25,C0039,P042,1,2245000,0,Cash,In-Person,Rasht,Returning Customer,2245000,8,Classical Literature,65,Good,Persian-Arabic
S0382,2026-04-26,C0105,P029,3,809000,0,Online,Online,Nowshahr,Returning Customer,2427000,4,Manuscript,33,Acceptable,Persian
S0383,2026-04-28,C0177,P011,1,502000,0,Online,Online,Nowshahr,Returning Customer,502000,3,Manuscript,28,Excellent,Persian-Arabic
S0384,2026-05-01,C0084,P006,1,2041000,0,Card,In-Person,Nowshahr,Returning Customer,2041000,7,History,175,Good,Persian
S0385,2026-05-01,C0133,P005,1,2967000,207690,Card,In-Person,Nowshahr,Returning Customer,2759310,9,Classical Poetry,45,Excellent,Persian
S0386,2026-05-01,C0024,P003,1,1046000,0,Card,Online,Nowshahr,Returning Customer,1046000,5,Philosophy,27,Excellent,Old Persian
S0387,2026-05-02,C0185,P042,1,2476000,0,Card,In-Person,Rasht,Returning Customer,2476000,8,Classical Literature,65,Good,Persian-Arabic
S0388,2026-05-02,C0116,P026,1,1386000,138600,Card,In-Person,Rasht,Returning Customer,1247400,6,History,38,Excellent,Persian-Arabic
S0389,2026-05-03,C0046,P026,1,1426000,0,Card,In-Person,Rasht,Returning Customer,1426000,6,History,38,Excellent,Persian-Arabic
S0390,2026-05-04,C0031,P018,3,1031000,0,Card,In-Person,Nowshahr,Returning Customer,3093000,5,Religious-Mystical,48,Excellent,Persian
S0391,2026-05-05,C0105,P038,2,1104000,0,Online,Online,Nowshahr,Returning Customer,2208000,5,Manuscript,64,Excellent,Persian
S0392,2026-05-07,C0105,P009,1,1423000,142300,Online,Online,Nowshahr,Returning Customer,1280700,6,Classical Literature,52,Good,Persian
S0393,2026-05-07,C0018,P018,1,1127000,0,Online,Online,Nowshahr,Returning Customer,1127000,5,Religious-Mystical,48,Excellent,Persian
S0394,2026-05-09,C0189,P031,1,1461000,365250,Online,Online,Nowshahr,Returning Customer,1095750,6,Classical Literature,33,Excellent,Persian
S0395,2026-05-09,C0174,P001,2,1913000,459120,Cash,In-Person,Nowshahr,Returning Customer,3366880,7,Philosophy,87,Excellent,Old Persian
S0396,2026-05-10,C0088,P020,1,636000,0,Card,Online,Rasht,Returning Customer,636000,3,Classical Poetry,111,Acceptable,Persian
